,source,created_at_local,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,city,fare,pick_up_distance,state
40,T47,2013-09-17 03:12:44.000000,14.571270000000002,121.099476,14.508610999999998,121.019444,Metro Manila,373.75,2.0813200000000003,COMPLETED
73,VNU,2013-12-29 17:35:15.000000,14.549732,121.02677,14.517617999999999,121.05086399999999,Metro Manila,203.125,0.0564028,COMPLETED
74,ADR,2013-09-10 07:36:10.000000,14.526282,121.042728,14.558117000000001,121.016979,Metro Manila,268.75,1.3610799999999998,COMPLETED
75,IOS,2013-10-02 06:06:19.000000,14.670020000000001,121.04605,14.555420000000002,121.01563,Metro Manila,456.875,0.560846,COMPLETED
76,IOS,2013-09-08 13:58:18.000000,14.59399,121.10122,14.583860000000001,121.05712,Metro Manila,225.0,1.31195,COMPLETED
77,IOS,2013-10-14 20:27:19.000000,14.546579999999999,121.03437,14.577020000000001,121.05008000000001,Metro Manila,225.0,1.0097,COMPLETED
78,IOS,2013-09-08 23:11:52.000000,14.506870000000001,121.00403,14.51955,121.0138,Metro Manila,207.5,0.379175,COMPLETED
79,ADR,2013-09-12 07:58:23.000000,14.484485000000001,120.994899,14.594508,120.97700800000001,Metro Manila,343.125,4.91656,COMPLETED
80,IOS,2013-09-16 07:49:51.000000,14.56351,121.01006000000001,14.58167,120.98442,Metro Manila,229.375,1.42916,CANCELLED
81,ADR,2013-09-04 12:49:05.000000,14.620332000000001,121.067353,14.610420999999999,121.080037,Metro Manila,185.625,0.41653,CANCELLED
82,ADR,2013-09-20 20:42:07.000000,14.599629,121.04925300000001,14.585837,121.059294,Metro Manila,168.125,3.2233099999999997,CANCELLED
83,IOS,2013-10-08 17:53:38.000000,14.556479999999999,121.02228999999998,14.55291,120.9801,Metro Manila,220.625,0.142734,COMPLETED
84,IOS,2013-10-01 19:06:02.000000,14.572970000000002,120.98816000000001,14.54985,121.04731000000001,Metro Manila,312.5,2.5406299999999997,COMPLETED
85,IOS,2013-09-24 18:16:41.000000,14.663520000000002,121.08412,14.610420000000001,121.08004,Metro Manila,268.75,5.16029,CANCELLED
86,IOS,2013-08-28 10:37:22.000000,14.57301,121.07686000000001,14.5509,121.05358000000001,Metro Manila,216.25,3.3271599999999997,CANCELLED
87,IOS,2013-09-02 13:41:00.000000,14.554070000000001,121.04838000000001,14.55,121.03333,Metro Manila,181.25,0.279559,CANCELLED
88,IOS,2013-09-20 19:35:36.000000,14.5622,121.01943999999999,14.58164,121.05819,Metro Manila,207.5,1.7658099999999999,COMPLETED
89,VNU,2013-11-05 15:45:07.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.0958919,COMPLETED
90,IOS,2013-09-23 07:34:01.000000,14.571720000000001,121.04983999999999,14.55666,121.02439,Metro Manila,216.25,1.8831099999999998,COMPLETED
91,IOS,2013-10-17 09:10:22.000000,14.57216,121.02972,14.57956,121.04538000000001,Metro Manila,172.5,0.608247,COMPLETED
92,IOS,2013-10-04 19:15:51.000000,14.58584,121.05928999999999,14.55171,121.02727,Metro Manila,216.25,1.62199,CANCELLED
93,ADR,2013-09-16 08:19:05.000000,14.563445999999999,121.038366,14.557376000000001,121.015098,Metro Manila,198.75,2.3731299999999997,COMPLETED
94,IOS,2013-09-12 17:49:27.000000,14.55708,121.02118999999999,14.5212,121.06217,Metro Manila,273.125,0.0930445,CANCELLED
95,IOS,2013-09-30 08:48:43.000000,14.55795,121.00376000000001,14.553460000000001,121.02248999999999,Metro Manila,168.125,0.7946489999999999,COMPLETED
96,ADR,2013-09-21 15:21:57.000000,14.565287,121.028072,14.558851999999998,121.023075,Metro Manila,159.375,2.3999099999999998,COMPLETED
97,IOS,2013-09-17 09:22:04.000000,14.57422,121.04198000000001,14.583860000000001,121.05712,Metro Manila,190.0,0.716697,CANCELLED
98,IOS,2013-09-01 12:25:37.000000,14.577810000000001,121.00013,14.509770000000001,121.01326,Metro Manila,299.375,3.6521199999999996,COMPLETED
99,VNU,2013-11-05 19:46:56.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.114531,COMPLETED
100,IOS,2013-09-30 17:30:53.000000,14.59066,121.03376000000002,14.5608,121.01641000000001,Metro Manila,268.75,0.9434969999999999,COMPLETED
101,IOS,2013-10-27 19:09:56.000000,14.6006,121.02797,14.60206,121.0485,Metro Manila,181.25,0.48629399999999995,COMPLETED
102,VNU,2013-12-16 16:10:14.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.270427,COMPLETED
103,IOS,2013-08-31 15:21:01.000000,14.61856,121.04269,14.54964,121.0514,Metro Manila,325.625,2.44104,COMPLETED
104,ADR,2013-10-01 15:49:45.000000,14.588377,121.063294,14.559256,121.01806100000002,Metro Manila,264.375,0.221565,COMPLETED
105,IOS,2013-12-11 14:04:05.000000,14.61501,121.06313,14.63485,121.10388999999999,Metro Manila,211.875,1.02054,COMPLETED
106,IOS,2013-09-06 17:31:24.000000,14.58257,121.05966000000001,14.599639999999999,121.0564,Metro Manila,181.25,0.254203,COMPLETED
107,IOS,2013-09-14 11:08:42.000000,14.581570000000001,121.04733999999999,14.580689999999999,121.05537,Metro Manila,172.5,1.38649,COMPLETED
108,IOS,2013-09-20 08:11:49.000000,14.57216,121.02972,14.60769,121.0786,Metro Manila,233.75,0.481283,COMPLETED
109,VNU,2013-12-15 21:04:36.000000,14.549732,121.02677,14.676041,121.0437,Metro Manila,404.375,0.057063,COMPLETED
110,IOS,2013-09-24 08:36:49.000000,14.5974,121.02243,14.57825,121.05752,Metro Manila,203.125,1.6725,COMPLETED
111,ADR,2013-09-24 23:19:04.000000,14.652117,121.068297,14.642479000000002,121.039349,Metro Manila,264.375,1.64267,CANCELLED
112,ADR,2013-09-09 08:51:19.000000,14.632334,121.06008100000001,14.627760999999998,121.034516,Metro Manila,181.25,2.10127,COMPLETED
113,IOS,2013-10-05 17:11:04.000000,14.578339999999999,121.03293000000001,14.589839999999999,121.06055,Metro Manila,220.625,0.76908,COMPLETED
114,IOS,2013-10-01 16:16:15.000000,14.589620000000002,121.06795,14.581470000000001,121.06437,Metro Manila,168.125,3.14623,COMPLETED
115,ADR,2013-09-10 11:55:09.000000,14.588853,120.9967,14.560801999999999,121.01641299999999,Metro Manila,220.625,1.66257,COMPLETED
116,IOS,2013-10-07 17:32:46.000000,14.589479999999998,121.06376999999999,14.623879999999998,121.06175,Metro Manila,211.875,1.83117,CANCELLED
117,IOS,2013-09-10 07:08:37.000000,14.572,121.03078000000001,14.558079999999999,121.02225,Metro Manila,176.875,1.7078900000000001,COMPLETED
118,IOS,2013-09-06 18:12:04.000000,14.6135,121.034,14.63454,121.03568999999999,Metro Manila,172.5,1.20775,COMPLETED
119,IOS,2013-10-04 16:16:42.000000,14.61326,121.06033000000001,14.651810000000001,120.96583999999999,Metro Manila,347.5,0.626356,COMPLETED
120,ADR,2013-09-15 13:49:13.000000,14.672876,121.05941899999999,14.681922,121.04211000000001,Metro Manila,181.25,2.10017,COMPLETED
121,IOS,2013-09-04 16:11:30.000000,14.56195,120.99358000000001,14.5301,121.05384,Metro Manila,334.375,0.8067380000000001,COMPLETED
122,ADR,2013-10-27 15:39:15.000000,14.593057,121.038674,14.519561999999999,121.013791,Metro Manila,325.625,1.67347,COMPLETED
123,IOS,2013-09-09 10:24:59.000000,14.55251,120.99497,14.582020000000002,120.98288000000001,Metro Manila,229.375,1.86801,COMPLETED
124,IOS,2013-09-17 08:15:36.000000,14.5322,121.0208,14.55282,121.02107,Metro Manila,198.75,3.09321,COMPLETED
125,ADR,2013-11-30 10:39:12.000000,14.572161999999999,121.029725,14.640625,121.07650500000001,Metro Manila,321.25,0.303037,COMPLETED
126,IOS,2013-09-16 07:26:36.000000,14.606589999999999,120.99333,14.55574,121.02238999999999,Metro Manila,264.375,0.69063,COMPLETED
127,ADR,2013-09-18 22:13:56.000000,14.616125,121.039244,14.637492000000002,121.00089799999999,Metro Manila,238.125,0.995822,COMPLETED
128,IOS,2013-09-28 18:23:07.000000,14.6159,121.09513000000001,14.62045,121.05322,Metro Manila,255.625,1.7849,COMPLETED
129,VNU,2013-12-10 15:30:43.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.0690563,COMPLETED
130,IOS,2013-09-05 08:14:17.000000,14.587520000000001,121.089,14.58725,121.06476,Metro Manila,207.5,1.0245600000000001,COMPLETED
131,IOS,2013-10-18 15:13:59.000000,14.57838,120.988,14.55056,121.01507,Metro Manila,220.625,0.168549,COMPLETED
132,IOS,2013-10-02 20:46:53.000000,14.541,121.028,14.583879999999999,121.05693000000001,Metro Manila,233.75,1.97373,COMPLETED
133,ADR,2013-09-03 23:10:14.000000,14.550645999999999,121.026614,14.606622,120.97958,Metro Manila,316.875,0.0318716,CANCELLED
134,ADR,2013-09-27 23:14:06.000000,14.577805,121.062899,14.561157999999999,121.022669,Metro Manila,238.125,1.7454900000000002,COMPLETED
135,ADR,2013-09-16 23:49:20.000000,14.586454000000002,121.04887099999999,14.621172,121.06294399999999,Metro Manila,238.125,0.40177199999999996,COMPLETED
136,VNU,2013-11-22 20:57:38.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,1.42012,COMPLETED
137,ADR,2013-09-03 21:57:29.000000,14.540922,121.01864199999999,14.654422,121.034945,Metro Manila,369.375,1.88936,COMPLETED
138,IOS,2013-12-24 17:07:34.000000,14.6535,121.03348999999999,14.63848,121.07348,Metro Manila,242.5,0.22015,COMPLETED
139,ADR,2013-09-24 15:07:28.000000,14.554716,121.01445700000001,14.426363,121.00923300000001,Metro Manila,443.75,0.43311000000000005,COMPLETED
140,ADR,2013-09-05 09:37:34.000000,14.576061,121.05051599999999,14.556417999999999,121.017758,Metro Manila,238.125,0.57685,COMPLETED
141,IOS,2013-12-19 09:54:04.000000,14.589720000000002,121.06154,14.583979999999999,121.06323,Metro Manila,150.625,0.354453,CANCELLED
142,ADR,2013-09-01 06:12:21.000000,14.688088,121.04856000000001,14.610045999999999,120.98915600000001,Metro Manila,338.75,0.9760790000000001,COMPLETED
143,IOS,2013-10-04 17:12:02.000000,14.55321,121.05063,14.580689999999999,121.05537,Metro Manila,225.0,2.40892,COMPLETED
144,IOS,2013-10-24 07:34:38.000000,14.54251,121.04706000000002,14.55001,121.04597,Metro Manila,155.0,1.34056,CANCELLED
145,IOS,2013-12-28 21:35:09.000000,14.572970000000002,121.07715,14.54894,121.04692,Metro Manila,203.125,0.804426,COMPLETED
146,ADR,2013-09-05 08:23:22.000000,14.6025,121.02666699999999,14.552473,121.018728,Metro Manila,246.875,2.6791099999999997,COMPLETED
147,ADR,2013-09-28 04:33:21.000000,14.554928,121.04427700000001,14.558791000000001,121.00328600000002,Metro Manila,229.375,1.8103200000000002,CANCELLED
148,IOS,2013-09-17 07:19:01.000000,14.574570000000001,121.00453999999999,14.571720000000001,121.04983999999999,Metro Manila,295.0,0.975929,COMPLETED
149,IOS,2013-09-16 04:37:54.000000,14.5625,121.03066000000001,14.587470000000001,121.06115,Metro Manila,225.0,3.9624599999999996,COMPLETED
150,ADR,2013-09-23 07:20:51.000000,14.625231,121.05021399999998,14.554073,121.048377,Metro Manila,290.625,0.48330200000000006,CANCELLED
151,IOS,2013-10-05 19:05:22.000000,14.665120000000002,121.08081000000001,14.551839999999999,121.02193999999999,Metro Manila,395.625,1.42963,CANCELLED
152,IOS,2013-09-03 06:06:41.000000,14.670020000000001,121.04605,14.555420000000002,121.01563,Metro Manila,404.375,1.30728,COMPLETED
153,ADR,2013-09-10 22:17:45.000000,14.5867,121.05977,14.549547,121.056075,Metro Manila,229.375,0.554729,COMPLETED
154,VNU,2013-11-05 18:35:06.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.332815,COMPLETED
155,IOS,2013-09-27 07:13:22.000000,14.63821,121.12268999999999,14.5509,121.05358000000001,Metro Manila,316.875,4.22748,COMPLETED
156,VNU,2013-10-25 14:04:00.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,155.0,0.646215,COMPLETED
157,IOS,2013-12-06 22:42:31.000000,14.545860000000001,121.05375,14.52875,121.05791,Metro Manila,168.125,1.2140799999999998,CANCELLED
158,ADR,2013-09-03 23:03:49.000000,14.583865,121.057123,14.681536999999999,121.079228,Metro Manila,360.625,2.41149,COMPLETED
159,IOS,2013-08-28 09:23:51.000000,14.5608,121.01641000000001,14.649410000000001,121.10108000000001,Metro Manila,386.875,0.9914139999999999,COMPLETED
160,ADR,2013-09-27 07:06:25.000000,14.557645,121.010783,14.545862,121.05375500000001,Metro Manila,211.875,0.632192,COMPLETED
161,IOS,2013-09-29 13:24:17.000000,14.598820000000002,121.09775,14.55287,121.0517,Metro Manila,268.75,0.705635,COMPLETED
162,ADR,2013-09-23 09:35:56.000000,14.572161999999999,121.029725,14.579559,121.045382,Metro Manila,168.125,1.23462,COMPLETED
163,IOS,2013-10-08 12:05:32.000000,14.616729999999999,121.02722,14.601970000000001,121.04966999999999,Metro Manila,194.375,0.8251930000000001,COMPLETED
164,IOS,2013-08-30 11:31:58.000000,14.56785,121.02311,14.881479999999998,120.86712,Metro Manila,811.25,0.087465,COMPLETED
165,ADR,2013-09-20 21:31:54.000000,14.561372,121.02852299999999,14.551694,121.021796,Metro Manila,159.375,0.11476300000000002,COMPLETED
166,ADR,2013-09-30 10:09:03.000000,14.582951999999999,121.105695,14.535058,120.98213200000001,Metro Manila,347.5,3.3874400000000002,COMPLETED
167,ADR,2013-09-27 22:21:38.000000,14.580619,121.05526,14.553167000000002,121.025722,Metro Manila,220.625,0.17798,COMPLETED
168,ADR,2013-10-01 21:04:25.000000,14.621725,121.080359,14.556656,121.024395,Metro Manila,321.25,1.71827,CANCELLED
169,ADR,2013-09-15 16:28:10.000000,14.50981,121.010752,14.787072,120.882397,Metro Manila,701.875,1.88273,COMPLETED
170,IOS,2013-12-19 09:00:26.000000,14.5721,121.07106999999999,14.55809,121.01736000000001,Metro Manila,260.0,2.16908,COMPLETED
171,IOS,2013-09-25 00:49:24.000000,14.5508,120.98705,14.56071,121.01748,Metro Manila,190.0,3.16837,COMPLETED
172,IOS,2013-09-19 07:25:44.000000,14.55589,121.0052,14.60254,120.98687,Metro Manila,220.625,1.29826,CANCELLED
173,ADR,2013-09-13 19:38:49.000000,14.558117000000001,121.016979,14.436506,120.960384,Metro Manila,408.75,0.971561,COMPLETED
174,IOS,2013-08-31 15:28:11.000000,14.546439999999999,121.0619,14.583210000000001,121.0568,Metro Manila,238.125,0.419137,CANCELLED
175,ADR,2013-10-02 07:48:23.000000,14.575073999999999,121.044081,14.557645,121.018771,Metro Manila,216.25,2.52691,CANCELLED
176,VNU,2013-12-09 21:38:05.000000,14.549732,121.02677,14.554729,121.024445,Metro Manila,150.625,0.21178000000000002,COMPLETED
177,ADR,2013-10-02 23:50:41.000000,14.59591,121.058677,14.586257000000002,121.044265,Metro Manila,190.0,1.19535,CANCELLED
178,IOS,2013-10-02 22:31:12.000000,14.648179999999998,121.02763999999999,14.585529999999999,121.03781000000001,Metro Manila,343.125,1.3007799999999998,COMPLETED
179,IOS,2013-12-26 09:24:25.000000,14.571879999999998,121.00278999999999,14.523129999999998,121.00093000000001,Metro Manila,295.0,1.0373,COMPLETED
180,ADR,2013-09-13 00:10:54.000000,14.634979999999999,121.06499,14.676041,121.0437,Metro Manila,268.75,2.6713,CANCELLED
181,IOS,2013-10-04 07:45:54.000000,14.57836,121.04758000000001,14.556329999999999,121.02123999999999,Metro Manila,220.625,1.85412,COMPLETED
182,ADR,2013-09-25 19:56:00.000000,14.549732,121.02677,14.45,120.95,Metro Manila,382.5,0.6357109999999999,COMPLETED
183,IOS,2013-10-03 19:20:24.000000,14.55456,121.02388,14.54955,121.05608000000001,Metro Manila,229.375,2.0329900000000003,COMPLETED
184,IOS,2013-10-07 07:57:17.000000,14.547889999999999,121.02133,14.567089999999999,121.01342,Metro Manila,172.5,1.62575,COMPLETED
185,IOS,2013-09-19 07:43:53.000000,14.669479999999998,121.10835,14.56921,121.06016000000001,Metro Manila,316.875,0.637416,COMPLETED
186,IOS,2013-10-06 21:24:22.000000,14.59925,121.10824,14.63821,121.12268999999999,Metro Manila,242.5,3.25674,CANCELLED
187,IOS,2013-10-01 17:04:23.000000,14.648610000000001,121.07167,14.66565,121.08223999999998,Metro Manila,190.0,3.2945,CANCELLED
188,ADR,2013-09-07 19:31:18.000000,14.576274,121.07005600000001,14.585811999999999,121.060171,Metro Manila,176.875,1.52867,COMPLETED
189,IOS,2013-11-22 20:16:26.000000,14.55809,121.01736000000001,14.56529,121.02807,Metro Manila,181.25,0.8973709999999999,COMPLETED
190,IOS,2013-09-24 12:31:04.000000,14.61605,121.05326000000001,14.5867,121.06216,Metro Manila,190.0,0.31255900000000003,COMPLETED
191,ADR,2013-10-07 18:09:39.000000,14.560801999999999,121.01641299999999,14.629133,121.066349,Metro Manila,325.625,1.41669,CANCELLED
192,IOS,2013-11-28 00:09:28.000000,14.5282,121.0421,14.65749,121.05611999999999,Metro Manila,443.75,1.12747,COMPLETED
193,IOS,2013-09-29 04:53:28.000000,14.60886,121.08001000000002,14.46812,120.98096000000001,Metro Manila,491.875,2.27394,COMPLETED
194,IOS,2013-09-24 09:47:23.000000,14.610029999999998,121.09177,14.60769,121.0786,Metro Manila,176.875,1.1413799999999998,COMPLETED
195,IOS,2013-09-28 18:24:37.000000,14.55132,121.02541000000001,14.56623,121.01024,Metro Manila,233.75,0.485066,COMPLETED
196,VNU,2013-11-25 20:50:13.000000,14.549732,121.02677,14.553065,121.024445,Metro Manila,155.0,0.33231,COMPLETED
197,VNU,2013-10-23 14:14:08.000000,14.549732,121.02677,14.537751,121.001379,Metro Manila,185.625,0.668469,CANCELLED
198,IOS,2013-11-04 08:22:04.000000,14.5761,121.03046,14.55851,121.01916000000001,Metro Manila,190.0,0.7085140000000001,CANCELLED
199,IOS,2013-10-24 09:38:13.000000,14.54309,121.01326999999999,14.55921,121.0176,Metro Manila,211.875,0.21461999999999998,COMPLETED
200,IOS,2013-10-10 08:43:47.000000,14.57216,121.02972,14.57956,121.04538000000001,Metro Manila,172.5,1.86047,COMPLETED
201,ADR,2013-10-12 00:00:02.000000,14.582395000000002,121.062987,14.625309,120.969724,Metro Manila,435.0,0.5637220000000001,COMPLETED
202,ADR,2013-09-26 05:26:15.000000,14.555015,121.01742800000001,14.50549,121.004878,Metro Manila,277.5,0.54084,COMPLETED
203,IOS,2013-09-29 18:33:01.000000,14.61104,120.9802,14.608329999999999,120.99101999999999,Metro Manila,168.125,2.21018,CANCELLED
204,IOS,2013-09-05 11:38:51.000000,14.64275,121.05762,14.552610000000001,121.02542,Metro Manila,343.125,1.06667,COMPLETED
205,IOS,2013-12-20 20:16:34.000000,14.53635,120.98495,14.4903,121.02108,Metro Manila,233.75,0.584112,COMPLETED
206,IOS,2013-09-20 19:02:31.000000,14.49346,121.04292,14.54999,121.04818,Metro Manila,273.125,1.1748399999999999,COMPLETED
207,ADR,2013-10-01 18:54:35.000000,14.465720999999998,121.043702,14.552889000000002,121.04708899999999,Metro Manila,338.75,3.8083099999999996,CANCELLED
208,ADR,2013-09-05 05:28:22.000000,14.534745999999998,121.03816299999998,14.627460000000001,121.038527,Metro Manila,386.875,1.94818,COMPLETED
209,IOS,2013-09-18 08:36:10.000000,14.48802,121.04442,14.558570000000001,121.02568000000001,Metro Manila,281.875,1.53968,COMPLETED
210,ADR,2013-09-15 12:20:47.000000,14.587596,121.06023200000001,14.572133,121.015579,Metro Manila,260.0,1.2422799999999998,CANCELLED
211,ADR,2013-08-29 17:52:33.000000,14.558159,121.018272,14.554672,121.050665,Metro Manila,190.0,0.248744,COMPLETED
212,IOS,2013-09-17 18:18:56.000000,14.57954,120.98491999999999,14.60895,120.99305,Metro Manila,203.125,3.23484,COMPLETED
213,IOS,2013-09-21 07:46:33.000000,14.642829999999998,121.05113,14.574010000000001,121.04778999999999,Metro Manila,268.75,0.259912,COMPLETED
214,ADR,2013-12-17 17:24:11.000000,14.549529000000001,121.063558,14.549287,121.04624,Metro Manila,168.125,0.773175,COMPLETED
215,IOS,2013-10-21 16:29:26.000000,14.56008,121.02083999999999,14.643070000000002,121.03768000000001,Metro Manila,343.125,1.26787,COMPLETED
216,IOS,2013-09-11 19:38:29.000000,14.61811,121.05628999999999,14.61459,121.06172,Metro Manila,155.0,0.6297050000000001,CANCELLED
217,ADR,2013-09-27 12:10:15.000000,14.551283999999999,121.016912,14.557589000000002,121.02299599999999,Metro Manila,155.0,0.25567399999999996,CANCELLED
218,ADR,2013-10-02 07:59:16.000000,14.543135000000001,121.011761,14.560051000000001,121.02048400000001,Metro Manila,172.5,1.5123799999999998,COMPLETED
219,IOS,2013-10-04 22:32:39.000000,14.56308,121.01476000000001,14.625539999999999,121.04836999999999,Metro Manila,321.25,0.422137,CANCELLED
220,IOS,2013-10-08 08:16:05.000000,14.570870000000001,121.00431999999999,14.563629999999998,121.02878,Metro Manila,190.0,1.3596,COMPLETED
221,ADR,2013-09-17 03:48:30.000000,14.573020000000001,121.077087,14.519546,121.013797,Metro Manila,334.375,1.8725,COMPLETED
222,ADR,2013-08-30 22:41:58.000000,14.55778,121.09713300000001,14.59549,121.080008,Metro Manila,229.375,2.97858,COMPLETED
223,IOS,2013-09-30 23:52:13.000000,14.52454,121.04382,14.63759,121.01255,Metro Manila,413.125,0.193769,COMPLETED
224,ADR,2013-10-01 10:00:29.000000,14.580188,121.03282,14.553583999999999,121.04811399999998,Metro Manila,190.0,2.89357,CANCELLED
225,IOS,2013-11-15 21:39:46.000000,14.551839999999999,121.02193999999999,14.48068,121.03048999999999,Metro Manila,255.625,0.41275,COMPLETED
226,IOS,2013-08-29 11:13:37.000000,14.6519,121.01796999999999,14.605570000000002,120.99321,Metro Manila,233.75,1.78548,CANCELLED
227,IOS,2013-09-05 18:04:39.000000,14.582020000000002,120.98288000000001,14.558620000000001,121.00598000000001,Metro Manila,203.125,0.946427,COMPLETED
228,IOS,2013-12-13 19:25:06.000000,14.56189,121.0113,14.56506,121.0362,Metro Manila,181.25,0.918325,COMPLETED
